Product_en;Amount_pcs;Price;Date
Mug;25;3185,10;2024-07-30
Shot glass;20;1530,00;2024-07-30
Soft toy;18;3742,00;2024-07-30
Postcard;375;3779,00;2024-07-30
Jewelry;8;1362,00;2024-07-30
Pants;1;899,00;2024-07-30
Hybrid jacket;6;4994,00;2024-07-30
Rain jacket;5;5995,00;2024-07-30
Pin;21;1029,00;2024-07-30
Shawl/Scarf;25;4035,00;2024-07-30
Napkins;2;138,00;2024-07-30
Teddy fleece;4;2596,00;2024-07-30
Viking;4;1084,00;2024-07-30
Kitchen;7;833,00;2024-07-30
Fleece jacket;7;4893,00;2024-07-30
Headband;10;1590,00;2024-07-30
Children;8;1182,00;2024-07-30
Buff;20;1580,00;2024-07-30
Bag;123;411,00;2024-07-30
Woolen hat;9;6911,00;2024-07-30
Woolen scarf;6;3454,50;2024-07-30
Reindeer products;12;5910,00;2024-07-30
Thimble;5;250,00;2024-07-30
Pen/Pencil;29;2021,00;2024-07-30
Thermobottle;4;1076,00;2024-07-30
Lighter;16;1644,00;2024-07-30
Card Deck;6;474,00;2024-07-30
Glasses case;4;516,00;2024-07-30
Nordkapp figure;42;4908,00;2024-07-30
Pile fleece;8;4712,60;2024-07-30
Bottle cap;8;792,00;2024-07-30
Insulation jacket;2;2398,00;2024-07-30
Stationery;5;265,00;2024-07-30
Viking jewelry;3;1107,00;2024-07-30
Jigsaw puzzles;3;427,00;2024-07-30
License plate;3;357,00;2024-07-30
Walking stick badge;4;276,00;2024-07-30
Coin;16;1264,00;2024-07-30
Pocket knife;2;278,00;2024-07-30
Boxer;10;1390,00;2024-07-30
Souvenirs;2;119,00;2024-07-31
Trolls;8;496,00;2024-07-31
Figures;1;179,00;2024-07-31
Various;4;216,00;2024-07-31
Food;17;1604,00;2024-07-31
Softshell;2;1798,00;2024-07-31
Troll magnet;14;1027,00;2024-07-31
Fluffy socks;1;99,00;2024-07-31
Christmas;16;2514,00;2024-07-31
Hat;7;1063,00;2024-07-31
Candy/Chocolate;3;169,00;2024-07-31
T-shirt;16;4474,00;2024-07-31
Socks;2;220,00;2024-07-31
Keychain;10;720,00;2024-07-31
Cap;2;358,00;2024-07-31
Hoodie;2;1048,00;2024-07-31
Nordkapp book;2;338,00;2024-07-31
Magnet;49;3541,00;2024-07-31
Snow globe;3;267,00;2024-07-31
Ny Form Troll;6;1604,00;2024-07-31
Woolen sweater;2;5498,00;2024-07-31
Gloves/Mittens;2;388,00;2024-07-31
Sticker/Patch;18;640,00;2024-07-31
Mug;4;556,00;2024-07-31
Shot glass;5;487,00;2024-07-31
Soft toy;4;916,00;2024-07-31
Postcard;25;250,00;2024-07-31
Jewelry;5;1475,00;2024-07-31
Pants;1;899,00;2024-07-31
Pin;4;196,00;2024-07-31
Shawl/Scarf;2;258,00;2024-07-31
Napkins;4;276,00;2024-07-31
Viking;6;1192,00;2024-07-31
Kitchen;1;119,00;2024-07-31
Buff;6;474,00;2024-07-31
Bag;20;64,00;2024-07-31
Woolen hat;1;499,00;2024-07-31
Thimble;1;50,00;2024-07-31
Pen/Pencil;3;117,00;2024-07-31
Thermobottle;1;269,00;2024-07-31
Lighter;1;129,00;2024-07-31
Card Deck;1;79,00;2024-07-31
Nordkapp figure;4;396,00;2024-07-31
Pile fleece;1;279,65;2024-07-31
Slate;2;398,00;2024-07-31
Stationery;4;236,00;2024-07-31
Viking jewelry;3;747,00;2024-07-31
License plate;2;248,00;2024-07-31
Coin;3;237,00;2024-07-31
Pocket knife;4;556,00;2024-07-31
Boxer;5;695,00;2024-07-31
Souvenirs;2;158,00;2024-08-01
Trolls;76;4415,40;2024-08-01
Clothes;1;479,00;2024-08-01
Books;5;565,00;2024-08-01
Figures;1;179,00;2024-08-01
Various;3;167,00;2024-08-01
Food;47;3127,00;2024-08-01
Softshell;32;16736,50;2024-08-01
Mocca Fleece;4;2796,00;2024-08-01
Troll magnet;153;4831,00;2024-08-01
Fluffy socks;34;3250,00;2024-08-01
Christmas;45;5241,00;2024-08-01
Hat;14;1906,00;2024-08-01
Candy/Chocolate;-15;-282,10;2024-08-01
T-shirt;408;50497,84;2024-08-01
Socks;19;2438,00;2024-08-01
Keychain;280;8239,40;2024-08-01
Cap;75;5637,00;2024-08-01
Combijacket;24;8482,75;2024-08-01
Hoodie;93;17709,50;2024-08-01
Nordkapp book;96;4218,00;2024-08-01
Magnet;725;18255,56;2024-08-01
Glassware;13;1144,00;2024-08-01
Snow globe;19;894,06;2024-08-01
Ny Form Troll;1;229,00;2024-08-01
Woolen sweater;1;2699,00;2024-08-01
Sticker/Patch;254;4332,08;2024-08-01
Mug;92;4722,42;2024-08-01
Shot glass;159;3558,00;2024-08-01
Soft toy;2;388,00;2024-08-01
Postcard;48;538,00;2024-08-01
Jewelry;1;299,00;2024-08-01
Hybrid jacket;1;999,00;2024-08-01
Rain jacket;1;0,00;2024-08-01
Pin;121;2699,32;2024-08-01
Shawl/Scarf;5;875,00;2024-08-01
Napkins;2;138,00;2024-08-01
Teddy fleece;37;10866,25;2024-08-01
Kitchen;3;387,00;2024-08-01
Buff;2;158,00;2024-08-01
Bag;20;67,00;2024-08-01
Reindeer products;3;2138,00;2024-08-01
Thimble;3;150,00;2024-08-01
Pen/Pencil;72;2070,00;2024-08-01
Thermobottle;1;269,00;2024-08-01
Lighter;42;2308,00;2024-08-01
Glasses case;2;258,00;2024-08-01
Nordkapp figure;124;6136,00;2024-08-01
Bottle cap;1;99,00;2024-08-01
Viking jewelry;1;239,00;2024-08-01
Jigsaw puzzles;-24;-1410,00;2024-08-01
License plate;1;119,00;2024-08-01
Coin;6;474,00;2024-08-01
Pocket knife;1;139,00;2024-08-01
Boxer;1;139,00;2024-08-01
Souvenirs;10;1115,10;2024-08-02
Trolls;7;823,00;2024-08-02
Clothes;1;479,00;2024-08-02
Books;4;631,30;2024-08-02
Various;2;218,00;2024-08-02
Food;21;2647,20;2024-08-02
Softshell;11;9799,10;2024-08-02
Mocca Fleece;3;2097,00;2024-08-02
Troll magnet;8;584,10;2024-08-02
Fluffy socks;17;2503,00;2024-08-02
Christmas;47;5039,00;2024-08-02
Hat;26;3864,00;2024-08-02
Candy/Chocolate;11;607,00;2024-08-02
T-shirt;18;5262,10;2024-08-02
Socks;14;1525,00;2024-08-02
Keychain;27;2003,00;2024-08-02
Cap;20;2785,10;2024-08-02
Hoodie;5;2095,00;2024-08-02
Nordkapp book;5;794,30;2024-08-02
Magnet;52;3721,10;2024-08-02
Glassware;1;189,00;2024-08-02
Snow globe;1;49,00;2024-08-02
Ny Form Troll;5;1405,00;2024-08-02
Woolen sweater;4;11196,00;2024-08-02
Gloves/Mittens;2;398,00;2024-08-02
Sticker/Patch;10;410,00;2024-08-02
Mug;9;1284,00;2024-08-02
Shot glass;2;130,00;2024-08-02
Soft toy;4;916,00;2024-08-02
Postcard;66;660,00;2024-08-02
Jewelry;5;1055,00;2024-08-02
Rain jacket;4;3646,00;2024-08-02
Pin;6;294,00;2024-08-02
Shawl/Scarf;8;1102,00;2024-08-02
Napkins;7;483,00;2024-08-02
Teddy fleece;2;1298,00;2024-08-02
Winter jacket;1;1609,30;2024-08-02
Viking;8;1636,00;2024-08-02
Kitchen;5;595,00;2024-08-02
Headband;3;357,00;2024-08-02
Buff;10;790,00;2024-08-02
Bag;49;160,80;2024-08-02
Woolen hat;5;3885,00;2024-08-02
Reindeer products;3;517,00;2024-08-02
Pen/Pencil;1;99,00;2024-08-02
Lighter;1;129,00;2024-08-02
Card Deck;2;158,00;2024-08-02
Glasses case;2;258,00;2024-08-02
Nordkapp figure;5;465,00;2024-08-02
Pile fleece;4;2076,65;2024-08-02
Bottle cap;1;99,00;2024-08-02
Slate;1;139,00;2024-08-02
Plaid;1;499,00;2024-08-02
Insulation jacket;2;2398,00;2024-08-02
Stationery;4;276,00;2024-08-02
Viking jewelry;2;538,00;2024-08-02
License plate;2;238,00;2024-08-02
Coin;4;308,10;2024-08-02
Pocket knife;1;139,00;2024-08-02
Souvenirs;52;4946,10;2024-08-03
Trolls;54;7476,00;2024-08-03
Clothes;5;2395,00;2024-08-03
Books;48;8248,00;2024-08-03
Figures;18;3562,00;2024-08-03
Various;17;1437,00;2024-08-03
Food;88;9012,00;2024-08-03
Softshell;39;34301,40;2024-08-03
Down jacket;1;1099,00;2024-08-03
Mocca Fleece;11;7689,00;2024-08-03
Troll magnet;83;6346,80;2024-08-03
Fluffy socks;41;5971,00;2024-08-03
Christmas;324;34351,30;2024-08-03
Hat;107;15695,30;2024-08-03
Candy/Chocolate;76;4598,00;2024-08-03
T-shirt;136;39034,60;2024-08-03
Socks;83;10212,60;2024-08-03
Keychain;168;13111,40;2024-08-03
Cap;59;9646,10;2024-08-03
Combijacket;10;7490,00;2024-08-03
Hoodie;64;28346,20;2024-08-03
Nordkapp book;21;3549,00;2024-08-03
Magnet;474;34052,20;2024-08-03
Glassware;9;1633,20;2024-08-03
Snow globe;11;1019,00;2024-08-03
Ny Form Troll;31;10351,00;2024-08-03
Woolen sweater;5;10945,00;2024-08-03
Gloves/Mittens;15;2934,10;2024-08-03
Sticker/Patch;66;2854,10;2024-08-03
Mug;31;4064,00;2024-08-03
Shot glass;35;2729,00;2024-08-03
Soft toy;28;5515,00;2024-08-03
Postcard;311;3139,00;2024-08-03
Jewelry;28;3962,00;2024-08-03
Pants;1;899,00;2024-08-03
Hybrid jacket;2;1498,00;2024-08-03
Rain jacket;16;16324,60;2024-08-03
Pin;38;1862,00;2024-08-03
Shawl/Scarf;29;4201,00;2024-08-03
Napkins;13;897,00;2024-08-03
Easter;2;250,60;2024-08-03
Teddy fleece;8;5192,00;2024-08-03
Viking;26;5778,00;2024-08-03
Kitchen;42;5048,00;2024-08-03
Fleece jacket;9;6291,00;2024-08-03
Post stamp;93;2881,00;2024-08-03
Headband;29;3841,00;2024-08-03
Children;16;2494,00;2024-08-03
Buff;38;3002,00;2024-08-03
Bag;227;747,70;2024-08-03
Woolen hat;3;1947,00;2024-08-03
Woolen scarf;4;1436,00;2024-08-03
Reindeer products;11;4490,00;2024-08-03
Thimble;7;350,00;2024-08-03
Pen/Pencil;87;6809,00;2024-08-03
Thermobottle;4;1076,00;2024-08-03
Lighter;20;1740,00;2024-08-03
Card Deck;17;1223,00;2024-08-03
Glasses case;1;129,00;2024-08-03
Nordkapp figure;38;3882,00;2024-08-03
Pile fleece;5;2708,11;2024-08-03
Bottle cap;21;2079,00;2024-08-03
Slate;1;139,00;2024-08-03
Enamel mug;1;159,00;2024-08-03
Plaid;1;599,00;2024-08-03
Insulation jacket;6;6474,60;2024-08-03
Tin;5;485,10;2024-08-03
Stationery;31;2221,00;2024-08-03
Viking jewelry;11;2699,00;2024-08-03
Jigsaw puzzles;9;1541,00;2024-08-03
License plate;11;1303,30;2024-08-03
Wine cork;3;330,00;2024-08-03
Coin;34;2678,10;2024-08-03
Pocket knife;16;2224,00;2024-08-03
Boxer;16;2224,00;2024-08-03
Souvenirs;6;657,00;2024-08-04
Books;1;99,00;2024-08-04
Food;3;357,00;2024-08-04
Softshell;5;4495,00;2024-08-04
Troll magnet;3;237,00;2024-08-04
Fluffy socks;2;278,00;2024-08-04
Christmas;6;784,00;2024-08-04
Hat;2;328,00;2024-08-04
Candy/Chocolate;2;90,00;2024-08-04
T-shirt;12;3378,00;2024-08-04
Keychain;2;138,00;2024-08-04
Cap;2;358,00;2024-08-04
Hoodie;1;449,00;2024-08-04
Nordkapp book;2;338,00;2024-08-04
Magnet;35;2605,00;2024-08-04
Woolen sweater;1;1649,00;2024-08-04
Sticker/Patch;17;534,00;2024-08-04
Mug;3;417,00;2024-08-04
Shot glass;1;49,00;2024-08-04
Postcard;17;170,00;2024-08-04
Hybrid jacket;1;749,00;2024-08-04
Rain jacket;2;1948,00;2024-08-04
Napkins;1;69,00;2024-08-04
Viking;2;278,00;2024-08-04
Post stamp;5;155,00;2024-08-04
Children;2;278,00;2024-08-04
Buff;3;237,00;2024-08-04
Bag;9;29,00;2024-08-04
Pen/Pencil;2;168,00;2024-08-04
Nordkapp figure;2;198,00;2024-08-04
Plaid;1;1849,00;2024-08-04
Stationery;1;110,00;2024-08-04
Coin;1;79,00;2024-08-04
Souvenirs;2;209,00;2024-08-05
Trolls;2;278,00;2024-08-05
Books;3;597,00;2024-08-05
Various;1;49,00;2024-08-05
Food;12;1078,00;2024-08-05
Softshell;1;899,00;2024-08-05
Troll magnet;4;316,00;2024-08-05
Fluffy socks;9;1574,00;2024-08-05
Christmas;13;2087,00;2024-08-05
Hat;4;596,00;2024-08-05
Candy/Chocolate;1;45,00;2024-08-05
T-shirt;12;3528,00;2024-08-05
Socks;6;754,00;2024-08-05
Keychain;9;651,00;2024-08-05
Cap;4;706,00;2024-08-05
Combijacket;1;749,00;2024-08-05
Hoodie;3;1597,00;2024-08-05
Nordkapp book;1;169,00;2024-08-05
Magnet;20;1480,00;2024-08-05
Glassware;1;169,00;2024-08-05
Snow globe;1;129,00;2024-08-05
Ny Form Troll;1;279,00;2024-08-05
Woolen sweater;1;1999,00;2024-08-05
Sticker/Patch;11;441,00;2024-08-05
Mug;5;765,00;2024-08-05
Postcard;20;200,00;2024-08-05
Jewelry;3;377,00;2024-08-05
Rain jacket;1;849,00;2024-08-05
Pin;1;49,00;2024-08-05
Napkins;1;69,00;2024-08-05
Teddy fleece;1;649,00;2024-08-05
Viking;1;239,00;2024-08-05
Post stamp;9;279,00;2024-08-05
Children;1;139,00;2024-08-05
Buff;1;79,00;2024-08-05
Bag;10;32,00;2024-08-05
Woolen hat;2;1258,50;2024-08-05
Reindeer products;1;119,00;2024-08-05
Thimble;1;50,00;2024-08-05
Pen/Pencil;1;85,00;2024-08-05
Thermobottle;2;538,00;2024-08-05
Lighter;1;129,00;2024-08-05
Nordkapp figure;2;198,00;2024-08-05
Bottle cap;2;198,00;2024-08-05
Stationery;3;207,00;2024-08-05
Viking jewelry;2;318,00;2024-08-05
License plate;2;238,00;2024-08-05
Coin;2;158,00;2024-08-05
Boxer;6;834,00;2024-08-05
Souvenirs;4;279,30;2024-08-06
Trolls;3;417,00;2024-08-06
Figures;3;537,00;2024-08-06
Various;2;78,00;2024-08-06
Food;10;590,00;2024-08-06
Softshell;1;899,00;2024-08-06
Mocca Fleece;1;699,00;2024-08-06
Troll magnet;7;529,30;2024-08-06
Fluffy socks;5;685,00;2024-08-06
Christmas;5;321,00;2024-08-06
Hat;19;2581,00;2024-08-06
T-shirt;8;2262,00;2024-08-06
Socks;1;110,00;2024-08-06
Keychain;6;393,30;2024-08-06
Cap;4;676,00;2024-08-06
Hoodie;2;848,00;2024-08-06
Magnet;19;1401,00;2024-08-06
Ny Form Troll;3;917,00;2024-08-06
Gloves/Mittens;1;188,30;2024-08-06
Sticker/Patch;7;283,00;2024-08-06
Mug;1;149,00;2024-08-06
Shot glass;1;65,00;2024-08-06
Postcard;23;230,00;2024-08-06
Pants;2;1798,00;2024-08-06
Hybrid jacket;1;749,00;2024-08-06
Rain jacket;3;4297,00;2024-08-06
Teddy fleece;1;649,00;2024-08-06
Viking;3;1237,00;2024-08-06
Post stamp;9;279,00;2024-08-06
Headband;1;99,00;2024-08-06
Children;1;189,00;2024-08-06
Buff;4;316,00;2024-08-06
Bag;9;28,00;2024-08-06
Pen/Pencil;3;177,00;2024-08-06
Lighter;1;129,00;2024-08-06
Card Deck;1;55,30;2024-08-06
Bottle cap;2;198,00;2024-08-06
Slate;1;139,00;2024-08-06
Tin;1;99,00;2024-08-06
Coin;1;79,00;2024-08-06
Pocket knife;1;139,00;2024-08-06
Boxer;1;139,00;2024-08-06
Souvenirs;4;426,00;2024-08-07
Food;4;436,00;2024-08-07
Fur;1;1610,00;2024-08-07
Mocca Fleece;1;699,00;2024-08-07
Troll magnet;2;158,00;2024-08-07
Fluffy socks;1;139,00;2024-08-07
Christmas;10;892,00;2024-08-07
Hat;6;824,00;2024-08-07
Candy/Chocolate;1;79,00;2024-08-07
T-shirt;20;5770,00;2024-08-07
Socks;2;220,00;2024-08-07
Keychain;9;621,00;2024-08-07
Cap;3;482,10;2024-08-07
Hoodie;4;1746,00;2024-08-07
Magnet;69;4831,00;2024-08-07
Snow globe;4;316,00;2024-08-07
Sticker/Patch;30;1155,00;2024-08-07
Mug;8;912,00;2024-08-07
Shot glass;5;329,00;2024-08-07
Postcard;16;160,00;2024-08-07
Rain jacket;1;849,00;2024-08-07
Pin;1;49,00;2024-08-07
Shawl/Scarf;8;1192,00;2024-08-07
Teddy fleece;1;649,00;2024-08-07
Kitchen;4;486,00;2024-08-07
Post stamp;8;248,00;2024-08-07
Headband;2;258,00;2024-08-07
Buff;4;316,00;2024-08-07
Bag;18;56,00;2024-08-07
Pen/Pencil;1;39,00;2024-08-07
Card Deck;2;158,00;2024-08-07
Glasses case;1;129,00;2024-08-07
Nordkapp figure;1;69,00;2024-08-07
Stationery;1;110,00;2024-08-07
License plate;2;238,00;2024-08-07
Coin;1;79,00;2024-08-07
Boxer;1;139,00;2024-08-07
Souvenirs;6;1515,00;2024-08-08
Trolls;5;645,00;2024-08-08
Books;2;308,00;2024-08-08
Food;16;2655,00;2024-08-08
Softshell;4;3596,00;2024-08-08
Troll magnet;6;308,10;2024-08-08
Christmas;3;217,00;2024-08-08
Hat;4;546,00;2024-08-08
Candy/Chocolate;2;158,00;2024-08-08
T-shirt;20;5560,00;2024-08-08
Socks;9;1533,00;2024-08-08
Keychain;14;1076,00;2024-08-08
Cap;3;507,00;2024-08-08
Hoodie;8;3592,00;2024-08-08
Nordkapp book;1;169,00;2024-08-08
Magnet;41;2899,00;2024-08-08
Glassware;2;358,00;2024-08-08
Ny Form Troll;2;508,00;2024-08-08
Woolen sweater;1;2099,00;2024-08-08
Gloves/Mittens;1;159,00;2024-08-08
Sticker/Patch;34;1263,00;2024-08-08
Mug;3;417,00;2024-08-08
Shot glass;3;219,00;2024-08-08
Soft toy;3;499,00;2024-08-08
Postcard;11;110,00;2024-08-08
Jewelry;3;927,00;2024-08-08
Rain jacket;1;424,50;2024-08-08
Pin;1;49,00;2024-08-08
Shawl/Scarf;3;377,00;2024-08-08
Teddy fleece;1;649,00;2024-08-08
Viking;1;65,00;2024-08-08
Kitchen;3;357,00;2024-08-08
Post stamp;5;155,00;2024-08-08
Children;1;199,00;2024-08-08
Buff;2;158,00;2024-08-08
Bag;13;45,00;2024-08-08
Woolen scarf;1;799,00;2024-08-08
Thimble;5;250,00;2024-08-08
Pen/Pencil;1;25,00;2024-08-08
Lighter;1;129,00;2024-08-08
Glasses case;1;129,00;2024-08-08
Nordkapp figure;6;504,00;2024-08-08
Bottle cap;1;99,00;2024-08-08
Tin;1;99,00;2024-08-08
Stationery;1;69,00;2024-08-08
Coin;3;237,00;2024-08-08
Pocket knife;1;139,00;2024-08-08
Boxer;6;834,00;2024-08-08
Souvenirs;3;407,00;2024-08-09
Trolls;16;2064,00;2024-08-09
Books;10;1840,00;2024-08-09
Various;1;79,00;2024-08-09
Food;35;3681,00;2024-08-09
Softshell;3;2697,00;2024-08-09
Mocca Fleece;1;699,00;2024-08-09
Troll magnet;13;1027,00;2024-08-09
Fluffy socks;8;1204,00;2024-08-09
Christmas;56;5344,00;2024-08-09
Hat;15;2225,00;2024-08-09
Candy/Chocolate;25;1775,00;2024-08-09
T-shirt;48;13572,00;2024-08-09
Socks;13;1720,00;2024-08-09
Keychain;18;1307,50;2024-08-09
Cap;9;1551,00;2024-08-09
Combijacket;4;2621,50;2024-08-09
Hoodie;6;2594,00;2024-08-09
Nordkapp book;8;1352,00;2024-08-09
Magnet;73;5297,00;2024-08-09
Glassware;4;736,00;2024-08-09
Snow globe;3;267,00;2024-08-09
Ny Form Troll;10;3026,00;2024-08-09
Woolen sweater;5;9645,50;2024-08-09
Gloves/Mittens;2;438,00;2024-08-09
Sticker/Patch;18;762,00;2024-08-09
Mug;11;1370,00;2024-08-09
Shot glass;1;69,00;2024-08-09
Soft toy;13;2527,00;2024-08-09
Postcard;73;730,00;2024-08-09
Jewelry;12;2218,00;2024-08-09
Pants;3;2697,00;2024-08-09
Hybrid jacket;1;749,00;2024-08-09
Rain jacket;2;1698,00;2024-08-09
Pin;10;490,00;2024-08-09
Shawl/Scarf;10;1372,00;2024-08-09
Napkins;4;276,00;2024-08-09
Viking;3;780,10;2024-08-09
Kitchen;13;1437,50;2024-08-09
Fleece jacket;1;699,00;2024-08-09
Post stamp;28;868,00;2024-08-09
Headband;2;318,00;2024-08-09
Children;2;288,00;2024-08-09
Buff;15;1185,00;2024-08-09
Bag;44;144,00;2024-08-09
Woolen hat;1;649,00;2024-08-09
Woolen scarf;2;1428,00;2024-08-09
Reindeer products;2;518,00;2024-08-09
Thimble;1;50,00;2024-08-09
Pen/Pencil;7;593,00;2024-08-09
Thermobottle;3;807,00;2024-08-09
Lighter;1;129,00;2024-08-09
Card Deck;4;286,00;2024-08-09
Nordkapp figure;7;693,00;2024-08-09
Bottle cap;2;198,00;2024-08-09
Insulation jacket;1;599,50;2024-08-09
Tin;2;188,10;2024-08-09
Stationery;1;69,00;2024-08-09
Viking jewelry;1;269,00;2024-08-09
Jigsaw puzzles;4;696,00;2024-08-09
Coin;5;395,00;2024-08-09
Pocket knife;1;139,00;2024-08-09
Boxer;4;556,00;2024-08-09
Souvenirs;24;2587,00;2024-08-10
Trolls;29;4013,00;2024-08-10
Clothes;1;479,00;2024-08-10
Books;23;3701,10;2024-08-10
Figures;2;1778,00;2024-08-10
Various;4;306,00;2024-08-10
Food;54;6442,30;2024-08-10
Softshell;11;9889,00;2024-08-10
Mocca Fleece;2;1398,00;2024-08-10
Troll magnet;41;3239,00;2024-08-10
Fluffy socks;39;5212,00;2024-08-10
Christmas;80;8559,00;2024-08-10
Hat;53;7677,00;2024-08-10
Candy/Chocolate;62;4736,00;2024-08-10
T-shirt;51;14819,00;2024-08-10
Socks;27;3422,10;2024-08-10
Keychain;50;3830,00;2024-08-10
Cap;17;2793,00;2024-08-10
Combijacket;4;2996,00;2024-08-10
Hoodie;30;13870,00;2024-08-10
Nordkapp book;4;676,00;2024-08-10
Magnet;240;17360,00;2024-08-10
Glassware;11;1879,00;2024-08-10
Snow globe;10;890,00;2024-08-10
Ny Form Troll;22;7718,00;2024-08-10
Woolen sweater;1;1649,00;2024-08-10
Gloves/Mittens;1;199,00;2024-08-10
Sticker/Patch;19;806,00;2024-08-10
Mug;20;2317,00;2024-08-10
Shot glass;22;1514,00;2024-08-10
Soft toy;21;4122,30;2024-08-10
Postcard;259;2706,00;2024-08-10
Jewelry;11;1939,00;2024-08-10
Hybrid jacket;1;749,00;2024-08-10
Rain jacket;6;6844,00;2024-08-10
Pin;11;539,00;2024-08-10
Shawl/Scarf;13;2420,00;2024-08-10
Napkins;5;345,00;2024-08-10
Teddy fleece;5;3245,00;2024-08-10
Viking;9;2123,00;2024-08-10
Kitchen;7;813,00;2024-08-10
Fleece jacket;2;1398,00;2024-08-10
Post stamp;72;2232,00;2024-08-10
Headband;4;440,10;2024-08-10
Children;7;1013,00;2024-08-10
Buff;18;1414,10;2024-08-10
Bag;76;265,00;2024-08-10
Woolen hat;4;3026,00;2024-08-10
Woolen scarf;2;1598,00;2024-08-10
Reindeer products;3;357,00;2024-08-10
Thimble;4;199,00;2024-08-10
Pen/Pencil;33;2653,00;2024-08-10
Lighter;13;1089,00;2024-08-10
Card Deck;1;79,00;2024-08-10
Nordkapp figure;26;2773,00;2024-08-10
Pile fleece;2;1158,30;2024-08-10
Bottle cap;15;1465,20;2024-08-10
Slate;1;159,00;2024-08-10
Tin;1;99,00;2024-08-10
Stationery;8;534,00;2024-08-10
Viking jewelry;8;2182,00;2024-08-10
Jigsaw puzzles;5;845,00;2024-08-10
License plate;2;238,00;2024-08-10
Wine cork;1;110,00;2024-08-10
Walking stick badge;2;138,00;2024-08-10
Coin;17;1343,00;2024-08-10
Pocket knife;3;417,00;2024-08-10
Boxer;8;1112,00;2024-08-10
Souvenirs;2;188,00;2024-08-11
Trolls;1;199,00;2024-08-11
Figures;1;179,00;2024-08-11
Various;1;49,00;2024-08-11
Food;3;228,00;2024-08-11
Mocca Fleece;2;1398,00;2024-08-11
Troll magnet;5;395,00;2024-08-11
Fluffy socks;1;210,00;2024-08-11
Christmas;2;138,00;2024-08-11
Hat;1;179,00;2024-08-11
Candy/Chocolate;1;59,00;2024-08-11
T-shirt;6;1734,00;2024-08-11
Keychain;2;138,00;2024-08-11
Cap;2;358,00;2024-08-11
Hoodie;2;898,00;2024-08-11
Magnet;19;1431,00;2024-08-11
Mug;3;378,00;2024-08-11
Shot glass;2;184,00;2024-08-11
Soft toy;1;269,00;2024-08-11
Postcard;25;250,00;2024-08-11
Jewelry;1;39,00;2024-08-11
Pin;3;147,00;2024-08-11
Shawl/Scarf;5;595,00;2024-08-11
Post stamp;8;248,00;2024-08-11
Children;1;139,00;2024-08-11
Bag;3;11,00;2024-08-11
Thermobottle;2;538,00;2024-08-11
Card Deck;1;79,00;2024-08-11
Glasses case;2;258,00;2024-08-11
Nordkapp figure;1;69,00;2024-08-11
Stationery;2;138,00;2024-08-11
Jigsaw puzzles;2;518,00;2024-08-11
Coin;1;79,00;2024-08-11
Pocket knife;1;139,00;2024-08-11
Souvenirs;118;11266,00;2024-08-12
Trolls;76;9885,00;2024-08-12
Clothes;2;958,00;2024-08-12
Books;53;9432,30;2024-08-12
Figures;11;5359,00;2024-08-12
Various;25;2776,00;2024-08-12
Food;129;14790,30;2024-08-12
Softshell;48;42352,00;2024-08-12
Down jacket;1;1099,00;2024-08-12
Mocca Fleece;18;12512,10;2024-08-12
Troll magnet;155;12026,00;2024-08-12
Fluffy socks;58;8259,10;2024-08-12
Christmas;336;37327,60;2024-08-12
Hat;90;12691,20;2024-08-12
Candy/Chocolate;113;8190,50;2024-08-12
T-shirt;216;62944,60;2024-08-12
Socks;113;13057,00;2024-08-12
Keychain;204;14837,70;2024-08-12
Cap;51;8149,00;2024-08-12
Combijacket;5;3745,00;2024-08-12
Hoodie;61;28184,20;2024-08-12
Nordkapp book;29;4901,00;2024-08-12
Magnet;569;41039,00;2024-08-12
Glassware;11;2059,00;2024-08-12
Snow globe;24;2203,10;2024-08-12
Ny Form Troll;64;20813,00;2024-08-12
Woolen sweater;12;31888,00;2024-08-12
Gloves/Mittens;12;2666,60;2024-08-12
Sticker/Patch;81;3875,70;2024-08-12
Mug;67;8948,00;2024-08-12
Shot glass;54;4174,00;2024-08-12
Soft toy;41;8810,10;2024-08-12
Postcard;438;4435,00;2024-08-12
Jewelry;31;5439,00;2024-08-12
Pants;5;4495,00;2024-08-12
Hybrid jacket;4;3246,00;2024-08-12
Rain jacket;11;10089,00;2024-08-12
Pin;65;3180,10;2024-08-12
Shawl/Scarf;67;8998,15;2024-08-12
Napkins;27;1863,00;2024-08-12
Teddy fleece;14;8956,20;2024-08-12
Winter jacket;1;1609,30;2024-08-12
Viking;20;6148,00;2024-08-12
Kitchen;40;4910,00;2024-08-12
Fleece jacket;7;4893,00;2024-08-12
Post stamp;182;5702,00;2024-08-12
Headband;9;1071,00;2024-08-12
Children;28;4472,00;2024-08-12
Buff;30;2370,00;2024-08-12
Bag;315;1041,70;2024-08-12
Woolen hat;19;13391,50;2024-08-12
Woolen scarf;11;8789,00;2024-08-12
Reindeer products;5;3917,00;2024-08-12
Thimble;16;800,00;2024-08-12
Pen/Pencil;98;6509,50;2024-08-12
Thermobottle;6;1587,10;2024-08-12
Lighter;15;1515,00;2024-08-12
Card Deck;11;840,00;2024-08-12
Nordkapp figure;72;8161,10;2024-08-12
Pile fleece;4;2109,11;2024-08-12
Bottle cap;34;3366,00;2024-08-12
Slate;1;139,00;2024-08-12
Plaid;2;1998,00;2024-08-12
Insulation jacket;3;3597,00;2024-08-12
